code,product_name,brands,countries_tags,categories_tags,labels_tags,ingredients_text,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,serum-proteins_100g,salt_100g,added-salt_100g
8992802063036,Fitbar fruit delight,Fitbar,en:indonesia,"en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:fruits-cereal-bars,en:cereal-bar-with-fruits-fortified-with-vitamins-and-minerals",en:halal,"Rice Crispy (32.2%; contains Gluten and Milk), White Chocolate Compound (31.7%; contain Milk), Oats (10.2%), Raisins (6.3%), Glucose Syrup, Natural Sweetener Maltitol, Fructose Syrup, Vegetable Oil, Humectant Vegetable, Sucrose, Inulin, Synthetic Flavor, Emulsifier Vegetable, Antioxidant Ascorbyl Palmitate and Mixed Tocopherol, Calcium Carbonate and 3 Vitamins (contain Antioxidant dl-a-Tocopherol).",450,,17.5,10,,,,,,,,75,30,,5,,,10,,0.2,
8992802063043,Fitbar Nuts,MultiGrain,en:indonesia,,,,1569,,16.6666666666667,8.33333333333333,,,,,,,,62.5,16.6666666666667,,4.16666666666667,,,12.5,,,
8992802063173,Fitbar E-2B,kalbe,en:indonesia,,,30,1900,,15.9,9.09,,,,,,,,68.2,22.7,,4.55,,,9.09,,0.455,
8992802063302,Tiramisu Delight,Fitbar,en:indonesia,,,,418,,3.5,,,,,,,,,15,5,,1,,,3,,0.1,
8992802095020,Multigrain Chips Honey BBQ,Fitchips,en:indonesia,,,,488,,5,1.66666666666667,,,,,,,,16.6666666666667,1.66666666666667,,1.66666666666666,,,1.66666666666667,,,
8992802095068,Multigrain Chips,,en:indonesia,,,,1902,,18.1818181818182,9.09090909090909,,,,,,,,72.7272727272727,9.09090909090909,,9.09090909090909,,,9.09090909090909,,,
8992802099011,"Cookies, Dark Chocolate",Slim & Fit,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",,,1712,,18.1818181818182,13.6363636363636,,,,,,,,63.6363636363636,13.6363636363636,,4.54545454545455,,,9.09090909090909,,,
8992802105019,Milna Nature Puffs Organic,,en:indonesia,,,RH 60,251,,0,0,,,,,,,,13,2,,,,,1,,,
8992802105026,Nature Puff Organic,,en:indonesia,,,,251,,0,0,,,,,,,,13,2,,,,,1,,,
8992802117036,Coco Latte,Hydro Coco Anomali Coffee,en:indonesia,,,,251,,2.75,,,,,,,,,9,6.5,,,,,0.5,,,
8992802130011,Protein Bar (Chocolate),Fitbar,en:indonesia,,,,2010,,20,20,,,,,,,,56,28,,4,,,16,,0.35,
8992802220033,Prenagen mommy stroberi,,en:indonesia,id:produk-susu-ibu-hamil,,,1670,,6.67,4.44,,,,,,,,62.2,35.6,,6.67,,,22.2,,0.244,
8992804113401,Pronas corned beef can 340,PRONAS,en:indonesia,,en:halal,RH 90,586,,6,3,,,,,,,,14,0,,4,,,10,,1.55,
8992804900797,Bumbu Spagheti Bolognese,Pronas,en:indonesia,,,,419,,2.78,1.11,,,,,,,,14.4,11.1,,2.22,,,5.56,,3.44,
8992839007478,Cream Crackers,UBM,en:indonesia,,,,335,,25,10,,,,,,,,11,0,,0,,,2,,0.225,
8992858527308,Hydro Coconut,,en:indonesia,,,RH 60,100,,0,0,,,,,,,,6,2.8,,3.2,,,0,,0,
8992907110017,Roti Tawar,Sari Roti,en:indonesia,,,,1130,,4.05,2.03,,,,,,,,47.3,5.41,,6.76,,,8.11,,0.946,
8992907141004,Sari Roti Choco Chips,Sari Roti,en:indonesia,,,,1580,,15.9,,,,,,,,,49.3,15.9,,7.25,,,7.25,,1.01,
8992907710019,Sobek Coklat,Sari Roti,en:indonesia,,,,1370,,10.3,4.67,,,,,,,,51.4,14,,3.74,,,8.41,,,
8992907720018,Sobek Cokelat Keju,Sari Roti,en:indonesia,,,,1370,,10.3,5.61,,,,,,,,49.5,17.8,,2.8,,,8.41,,0.771,
8992907780012,Cheese Bread,Sari Roti,en:indonesia,,,,1190,,4.46,2.68,,,,,,,,50,8.93,,7.14,,,8.93,,1.07,
8992907952136,Rotinya Indonesia,Sari Roti,en:indonesia,,,,418,,2,,,,,,,,,17,2,,3,,,3,,,
8992907952358,Sandwich Kacang,Sari Roti,en:indonesia,,,,1182,,9.78260869565217,,,,,,,,,39.1304347826087,,,4.34782608695652,,,8.69565217391304,,,
8992907952549,Doriyaki,,en:indonesia,,,,711,,3.5,1.5,,,,,,,,32,18,,,,,4,,18,
8992907952594,sari roti sandwich pandan sarikaya,sari roti,en:indonesia,id:roti,,,158,,5,2.5,,,,,,,,47.5,12.5,,,,,7.5,,0.875,
8992907952631,Sari roti double soft,Sari roti,en:indonesia,,en:halal,,1210,,4.44,,,,,,,,,51.1,8.89,,6.67,,,8.89,,0.944,
8992907953270,Roti Tawar,Sari Roti,en:indonesia,,,,1130,,4.05,2.03,,,,,,,,47.3,5.41,,6.76,,,8.11,,0.946,
8992907953287,Sliced bread,Sari Roti,en:indonesia,,,,1046,,5,2.5,,,,,,,,42.5,5,,7.5,,,7.5,,,
8992907996413,Sobek Duo Cokelat Keju,Sari Roti,en:indonesia,,,,1340,,11.3,5.66,,,,,,,,49.1,18.9,,,,,7.55,,,
8992907996932,Chocoblast Sandwich,Sari Roti,en:indonesia,,,,995,,3.57,1.19,,,,,,,,47.6,9.52,,2.38,,,7.14,,0.893,
8992933241112,Nutrijell,Forisa Nusapersada,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seafood,en:seaweeds-and-their-products,en:seaweed-products,en:agar-agar",,"Cocoa Powder (16.05%), Sugar, MilkSolids, Vegetable Stabilizer, Carob Powder, Acidity Regulator, Carrageenan (7%), Creamer, Calcium Lactate, Fructo Oligosaccharide (FOS), Maltodextrin, Konjac Powder, Salt, Anticaking, Synthetic Flavour, Natural Flavour, Vitamin D (Contain Tocopherol Antioxidant). Contain allergens, see ingredients in bold. 成分:何付初(10:0070), 镛,牛奶回停,蔬来稳定剂,用豆材,酸度调节剂,卡拉胶(7洵,奶精,乳酸钙,低聖黑糖(FOS),麦芽糊精,魔芋粉、盐、抗结剂、 维生素D(合生育酚抗氧化剂),包含过敏原,请检查粗体成分表",126,,0.5,0,,,,,,,,5,1,,3,,,1,,0,
8992933243116,Nutrijell,Forisa,en:indonesia,,,,42,,,,,,,,,,,2,1,,2,,,,,,
8992933320114,Nutrijell Jelly Powder,Forisa,en:indonesia,en:jeli-serbuk-instan,en:halal,"Mengandung gula, pengatur kemasan, karagenan (19%), konyaku bubuk, serat pangan",21,,0,0,,,,,,,,2,1,,0,,,0,,0,
8992933443219,Silky Pudding,Silky Pudding,en:indonesia,"en:desserts,en:puddings",en:halal,"Sugar, Skim Milk Powder, Carrageenan, Non Dairy Creamer, Cocoa Powder (11%)",586,,3.5,3,,,,,,,,23,17,,,,,3,,0.035,
8992952924331,Wafer Roll,,en:indonesia,,,,569,,4,2,,,,,,,,23,10,,2,,,2,,0.275,
8992952952228,cashew nut spread,,en:indonesia,,,,2301,,45,22,,,,,,,,45,40,,,,,7,,0.1,
8992952954093,Kinder joy,,en:indonesia,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products",,food,2510,,40,20,,,,,,,,55,40,,10,,,5,,0.375,
8992952954239,Cashew Chocolate,Bella,en:indonesia,,,,2340,,36,32,,,,,,,0,52,28,,8,,,8,,0.25,
8992952956288,idm mete madu,Indomaret,en:indonesia,,en:halal,,2510,,46.7,,,,,,,,,33.3,13.3,,,,,16.7,,0.75,
8992952956295,idm mix nuts,Indomaret,en:indonesia,,,,2650,,53.3,8.33,,,,,,,,23.3,,,13.3,,,16.7,,,
8992952956400,Honey Roasted Cashew Nut,Bella,en:indonesia,,,,2340,,36,32,,,,,,,,52,32,,12,,,8,,0.25,
8992957251579,Peanut Pie,L'AGIE,en:indonesia,"en:bread-coverings,en:cooking-helpers,en:food-decorations,en:pastry-helpers,en:sprinkles,en:chocolate-sprinkles,en:milk-chocolate-sprinkles",,"kacang tanah, glukosa, gula, pengganti lemak kakao, kakao bubuk, whey bubuk, susu kental manis",2230,,30,15,,,,,,,,50,33.3,,,,,13.3,,0.1,
8992957351064,Black Swan,L'agie,en:indonesia,,,,2230,,26.7,23.3,,,,,,,,63.3,,,,,,6.67,,0.167,
8992957354836,Dark Chocolate,Alpine,en:indonesia,,en:halal,,2270,,31.4,20,,,,,,,,62.9,,,,,,2.86,,0.0714,
8992982201501,8992982201501,,en:indonesia,,,RH 30,0,,0,0,,,,,,,,0,0,,0,,,0,,0,
8992982600113,mie udon,OMOIDE,en:indonesia,,,,209,,0,0,,,,,,,,11,10,,,,,2,,0.625,
8992984910128,Saus cabe,Belibis,en:indonesia,,,,837,,,,,,,,,,,46.6666675,33.333336,,,,,,,6,
8992987657815,Tuna Chunks in Brine,Maya,en:indonesia,,,,502,,0,0,,,,,,,,1,0,,,,,27,,,
8992993250413,Self Raising Flour,Haan,en:indonesia,,,,1590,,1,,,,,,,,,85,1,,,,,7,,2.83,
8992993260351,Colatta,Colatta,en:indonesia,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:compound",en:halal,"Gula halus, Minyak nabati, Kakao bubuk, Kakao massa, Pengemulsi: Lesitin kedelai, Perisa sintetik vanila.",502,293,8,8,,,,,,,,10,8,,2,,,1,,10,
8992993523791,Haan Pancake Mix,Haan,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours,en:crepes-and-galettes,en:cooking-helpers,en:dessert-mixes,en:pancake-mixes,en:pancakes,en:premix",en:halal,"Tepung terigu, Gula, Kakao bubuk, Perisa identik alami cokelat, Penstabil natrium asam pirofosfat, pengembang natrium bikarbonat, Perisa artifisial vanilla.",293,,0,,,,,,,,,16,7,,1,,,1,,0.108,
8992994110112,Yogurt,Yakult,en:indonesia,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:cow-milk-yogurts,en:drinkable-yogurts",,"CHEWED a %), teri INFORMASI NILAI GIZI Takaran saji 65 ml (1 botol) 5 sajian per kemasan JUMLAH PER SAJIAN Energi Total gin. 50 kkal Lemak Total Lemak Jenuh Protein Karbohidrat Total Gula Garam (Natrium) 11 001700 %AKG* 0% 2% 4 % 10 mg 0 % % 4 *Persen AKG berdasarkan kebutuhan energi 2150 kkal. Kebutuhan energi Anda mungkin lebih tinggi atau &quot;Baik d & PERSAUA DONESIA 10001400 Ctrl Intel CORE/ NVIDIA &quot;Baik & A Z GEFORCE RTX S Alt BU EKAN 8 992994 110112 Yakult Kode Produksi : Di pinggar www.yakult.co. Layanan Konsume Bebas Pulsa : 0800-1-YAKULT (9258 Senin-Jumat 09.00-17.00 WIB BP NKV UPS-3202230-004 SBM UPS-3516050-016 MJK Isi bersih : 325 ml (5@ 10001400 ONESIA AUA",322,,,,,,,,,,,16.9,15.4,,,,,1.54,,0.00154,
8993001687887,Hors sentiers - Boréale,,en:indonesia,,,,71,,,,,,,,,,,3.38028169014085,,,,,,0.28169014084507,,,
8993004786853,Mister Potato Crisps Roasted Beef,Mamee,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:halal,RH 30,2092,,6,2.5,,,,,,,,12,1,,,,,1,,0.1778,
8993004788840,Original,Mister Potato,en:indonesia,,,,2090,,25,12.5,,,,,,,,65,,,,,,5,,0.938,
8993007000086,Indomilk UHT Chocolate,Indofood Nutrition,en:indonesia,"en:dairies,en:milks,en:homogenized-milks,en:uht-milks","en:halal,en:fsc,en:fsc-mix,en:nkv","_Recombined Milk_ (water,_skimmed milk powder_-4.2%, _milk fat_), _fresh milk_-30%, sugar, cocoa powder-0.8%, plant origin stabilizer, synthetic flavour.",301,,2,1.4,,0.6,,0,,,,10.8,10,,,,,2.4,,0.036,
8993007000239,Indomilk Kids Chocolate UHT Milk,Indomilk,en:indonesia,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:dairy-drinks,en:milks,en:flavoured-milks,en:homogenized-milks,en:chocolate-milks,en:uht-milks",en:halal,"_Recombined milk_(water, _skimmed milk powder_-4.2%, _milk fat_), _Fresh milk_-30%, sugar, cocoa powder-0.8%, plant origin stabilizer, synthetic flavour,",291,,2.17,1.74,,0,,0,,,,10.4,9.57,6.09,0,,,2.61,,0.0348,
8993007000680,Indomilk UHT Full Cream Plain,Indofood Nutrition,en:indonesia,"en:dairies,en:milks,en:homogenized-milks,en:uht-milks","en:halal,en:fsc,en:fsc-mix","_Fresh Milk_-70%, water, _skim milk powder_, _full cream milk powder_, plant origin stabilizer.",251,,3.2,1.4,,0.8,,0.8,,,,4.8,4.4,,,,,3.2,,0.052,
8993007001557,Lait concentré,,en:indonesia,,,,176,,3.5,0,,,,,,,,1,1,,,,,1.5,,,
8993007006347,Indomilk Kids Full Cream UHT Milk,Indomilk,en:indonesia,"en:dairies,en:milks,en:homogenized-milks,en:uht-milks",en:halal,"_Reconstituted Milk_ (Water, _Skim Milk Powder_ - 1.1%, _Full Cream Milk Powder__6.9%), _Fresh Milk_ (30%),  Vegetable Stabilizer.",218,,3.04,1.3,,0.87,,0.435,,,,4.35,0,,0.87,,,2.61,,0.12,
8993014730716,Madurasa Murni,Combiphar,en:indonesia,,,,1460,,,,,,,,,,,80,55,,,,,,,,
8993024942338,Vita Pudding,OT,en:indonesia,,,,359,,1.42857142857143,0.952380952380952,,,,,,,,19.047619047619,17.1428571428571,,,,,0.952380952380952,,,
8993027163983,Popcorn Chips,Happy Tos,en:indonesia,,,,1770,,5.77,1.92,,,,,,,0,84.6,3.85,,3.85,,,7.69,,0.817,
8993039242522,Biscuit marie,Regal,en:indonesia,,,,42,,1.5,0.5,,,,,,,,9,3,,,,,1,,,
8993039242614,Regal peanut butter,Marie,en:indonesia,,,,837,,4.5,,,,,,,,,26,9,,1,,,3,,,
8993051001800,Sagu keju,,en:indonesia,,,,126,,1,,,,,,,,,5,,,,,,,,0.0375,
8993071700202,Corn Flakes Chicken Nugget,Belfoods,en:indonesia,,,,1090,,15,5,,,,,,,,18,0,,,,,14,,1.62,
8993077820409,Barco Coconut Oil,Barco,en:indonesia,,en:halal,,3770,,100,89,,,,,,,,0,0,,0,,,0,,0,
8993079183885,,Laserin,en:indonesia,,,,,,0,,,,,,,,,0,0,,0,,,0,,0,
8993083926270,Chocolate Wafer Stick,,en:indonesia,,,"Sugar, Wheat Flour,  Palm Oil, Cocoa Powder, Caramel Coloring III, Skim Milk Powder,  Emulsifier Soya Lecithin, Salt, Synthetic Flavor",,,,4.09,,,,,,,,,18.35,,,,,2.2,,,
8993083932141,PT Gloria Bisco,Biskitop Vegetable and Cheese,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:dry-biscuits,en:biscuit-with-vegetal-fat",,,293,,3,1.5,,,,,,,,10,3,,,,,1,,0.09,
8993083940023,Kukis Kelapa coconut cookies,Denex biscuits,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:halal,"Tepung Terigu (49.2%), Gula, Minyak Nabati Mengandung Antioksidan TBHQ), Kelapa Parut (4.59%), Pengembang (Amonium Hidrogen Karbonat, Natrium Hidrogen Karbonat), Susu Skim Bubuk, Garam, Perisa Sintetik (Kelapa, Vanilla) mengandung alergen",1880,,17.5,10,,,,,,,,70,20,,,,,5,,0.35,
8993093666173,Coconut  milk,Rose brand,en:indonesia,,,,837,,23.3333333333333,20,,,,,,,,6.66666666666667,,,,,,,,,
8993093666807,Uht Coconut Cream,All-Co,en:indonesia,,,,1046,,24,21,,,,,,,,6,3,,,,,2,,,
8993110002557,Sosis so nice sosis premium,So nice,en:indonesia,,,,335,,3,2,,,,,,,,,,,,,,,,0.787401586536347,
8993110002564,Sosis Premium Smoked Bratwurst,So Nice,en:indonesia,,,,697,,8.33333333333333,3.33333333333333,,,,,,,,10,,,,,,13.3333333333333,,,
8993110052811,Sosis Ayam Kombinasi,So Nice,en:indonesia,,,,1060,,14.7,6.67,,,,,,,,21.3,0,,,,,9.33,,1.8,
8993110193682,Ayam Potong Berbumbu Kuning,So Good,en:indonesia,,,,669,,6,2,,,,,,,,14.7,,,,,,12,,0.7,
8993118622627,,,en:indonesia,,,,1040,,100,5,,,,,,,,35,5,,,,,5,,1.4,
8993118731022,Bihunku Goreng 60Gr,,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,RH-30,1530,,0,0,,,,,,,,83.3,6.67,,6.67,,,6.67,,4.93,
8993122017112,Basranger,,en:indonesia,,,,1999,,22.4,,,,,,,,,46.72,,,,,,22.2,,,
8993172000355,Simba Choco Chips,Simba,en:indonesia,"en:plant-based-foods-and-beverages,en:dairies,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",en:halal,"Tepung Gandum (53,18%), Coklat Bubuk, Pasta Coklat, Susu Bubuk Minyak Nabati, Gula, Ekstrak Malt, Garam, Pengemulsi Lesitin Kedelai, Kalsium Karbonat Pewarna Karamel Kelas III (E-150 c), Perisa Sintetik Cokelat (Mengandung Pewarna Karamel Kelas IV), Premiks Vitamin.",544,84,2,1,,,,,,,,24,10,,2,,,3,,0.085,
8993172886836,Simba choco chips E-1B,,en:indonesia,,,RH 30,544,,2,1,,,,,,,,24,10,,2,,,3,,85,
8993175532297,Ahh',,en:indonesia,,,,2092,,40,,,,,,,,,60,40,,,,,,,,
8993175535250,Nabati Bites Cheese Cream Wafer,Nabati,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,en:stuffed-wafers",en:halal,"_Wheat Flour_, Sugar,  Vegetable Oil (contains Antioxidant TBHQ),  _Whey Powder_, _Cheese Powder_-3% (contains Flavour Enhancer Monosodium Glutamate and Disodium-5'ribonucleotides, Synthetic Colour (Ponceau 4R CI 16255 and Sunset Yellow FCF CI 15985)),  Corn Starch,  Salt,  Emulsifier Soy Lecithin,  Raising Agent,  Flavour Enchancer Monosodium Glutamate,  Vitamin (A, B1, B2, B6, B12),  Synthetic Colour Sunset Yellow FCF CI 15985",1950,,16.7,6.67,,,,,,,0,73.3,33.3,,0,,,6.67,,0.433,
8993175535984,,,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:wafers",,,70,,25,1,,,,,,,,,5,,,,,1,,0.065,
8993175537285,Riches nabati 122,,en:indonesia,"en:food,en:food",en:halal,RH-30,293,,0,1,,,,,,,,11,5,,0,,,1,,65,
8993175537346,Nabati,Richoco,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:wafers,en:stuffed-wafers,en:chocolate-stuffed-wafers",en:halal,"Wheat Flour, Sugar, Vegetable Oil (contains Antioxidant TBHQ), Whey Powder, Cocoa Powder 5.92%, Emulsifier Soy Lecithin, Salt, Raising Agent, Vitamin A (contains Antioxidant Tocopherol), vitamin B1, vitamin B2, vitamin B6, vitamin B12). Allergen Information. &quot;For allergens, see ingredients in bold&quot;. &quot;May also contain : Egg, Hazelnut, and Peanut&quot;.",2090,630,20,10,,,,,,,0,70,30,,,,,10,,0.2,
8993175538572,Nabati Bites: Rasa keju,Pt. Kaldu Sari Nabati Indonesia,en:indonesia,en:snacks,en:halal,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Whey Bubuk, Keju Bubuk 3% (mengandung Penguat Rasa Mononatrium Glutamat dan Dinatrium-5'ribonukleotida, Pewarna Sintetik (Ponceau 4R Cl 16255 dan Kuning FCF Cl 15985)), Pati Jagung, Garam, Pengemulsi Lesitin Kedelai, Pengembang, Penguat Rasa Mononatrium Glutamat, Vitamin (A, B1, B2, B6, B12), Pewarna Sintetik Kuning FCF CI 15985.",293,,2.5,1,,,,,,,,11,5,,,,,1,,0.065,
8993175538947,The Famous Classic NEXTAR nastar cookies,Nextar,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:soft-cookies","en:halal,en:halal-monitoring-committee","Wheat Flour, Sugar, Vegetable Fat, Pineapple 14.07%, Glucose Syrup, Corn Starch, Milk Powder, Cheese Powder, Salt, Gelling Agent Pectin, Leavening Agent Sodium Bicarbonate, Acidity Regulator (Citric Acid, Trisodium Citrate, Calcium Lactate), Artificial Pineapple Flavour, Emulsifier Soy Lecithin, Colouring Tartrazine CI 19140, Preservative Potassium Sorbate.",1790,,14.3,7.14,,,,,,,,71.4,28.6,,,,,7.14,,0.907,
8993175539456,NABATI ROLLS RICHOCO 6G,,en:indonesia,,,,126,,1,1,,,,,,,,4,2,,,,,,,,
8993175539821,Nabati White,Nabati,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:pastries,en:wafers,en:waffles",en:halal,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Maltodekstrin, Susu Bubuk 5.845%, Whey Bubuk, Pati Jagung, Garam, Perisa Sintetik, Pengemulsi Lesitin Kedelai, Pengembang, Vitamin (A, B1, B2, B6, B12). Informasi Alergen. &quot;Mengandung alergen, lihat daftar bahan yang dicetak tebal&quot;. &quot;Dapat Mengandung : Telur, Kacang Hazel, dan Kacang Tanah&quot;.",2090,840,20,10,,,,,,,0,70,30,,,,,10,,0.625,
8993175540797,Nextar brownies,Nextar,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies,en:soft-cookies-with-filling",en:halal,"Tepung Terigu, Gula, Lemak Nabati, Cokelat Bubuk 6.39%, Dekstrosa, Penstabil Gliserin, Gula Aren, Maltodekstrin, Garam, Pengembang Natrium Bikarbonat, Pengemulsi Lesitin Kedelai, Perisa Sintetik Vanila, Pengawet Kalium Sorbat.",9,126,45,1,,,,,,,,7,2,,,,,0,,0.0625,
8993175547635,Nabati Richeese Black,Nabati,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:halal,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Whey Bubuk, Maltodekstrin, Keju Bubuk (mengandung Pewarna Alami Kurkumin ČI 75300, Pewarna Sintetik Kuning FCF CI 15985, Antioksidan (Tokoferol dan Askorbil Palmitat), Garam, Pewarna Alami Karbon Tanaman CI 77266, Pengemulsi Lesitin Kedelai, Pengembang, Penguat Rasa Moronatrium Glutamat, Vitamin E, Pewarna Sintetik Biru Berlian FCF CI 42090. Informasi Alergen. &quot;Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung Telur, Kacang Hazel dan Kacang Tanah&quot;",209,63,2,1,,,,,,,,7,2,,,,,1,,0.06,
8993175548335,nextar nabati strawbery,"Nextar,Nabati",en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:halal,"Tepung Terigu. Guia. Lemak Nabati (mengandung Antloksidan TBHQ), Puree Buah. Sirup Glukosa, Pati Jagung Puree Strober 0.87%, Susu Bubuk Whey Bußuk Garam Matodekstnin. Dekstrosa, Pengental, Pengembang, Perisa Sintetik (mengandung Antloksidan Asam Askorbat), Pengemulsi Lesitin Kedelel, Pengatur Keasaman Penguat Rasa Mononatrium Glutamat, Perise Alaml, Pewarna Alami Karmin Cl 75470, Vitamin E, Pengawet Kallum Sorbat Intermasi Alerpen: Mengandung alerpen, lihat datar bahan yang dicetak tebal. Dapat mengandung Telur, Kacang Hazel, dan Kacang Tanah Inpredients: Wheat Flour, Supar, Vepetable Fat (contains Antioxidant TBHQ), Frult Puree, Glucose Syrup, Corn Starch, Strawberry Puree 0.87% MIlk Powder, Whey Powde Sat Mattodertrin, Dextrose Thiokener, Raising Agent. Synthetic Flavour (contains Antioxidant Ascorbic Acid), Emulsifler Soy Lacithin, Acidity Reguiator Favour Enhancer Monosodium Glutamate. Naturel Fiavour, Natural Colour Karmin CI 7547O, Vitamin E, Preservative Potassium Sorbate. Allergen intormetion For alierpens, see inpredients In bold. May also contain Egg, Hazelnut, and Peanut.",167,,1.5,1,,,,,,,,7,3,,,,,0,,0.000025,
8993175549486,,AMO,en:indonesia,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:vit-c",en:plastic,,418,,0,0,,,,,,,,25,24,,0,,,0,,0.02,
8993175552011,Chocorama Bar,Nabati,en:indonesia,,,,2074,,23,,,,,,,,,65,,,,,,5.30000019073486,,,
8993175554879,Ahh siip,Nabati,en:indonesia,,,,2092,,25,,,,,,,,,68.75,25,,,,,,,,
8993175557306,Cookies,,en:indonesia,,,,586,,6,,,,,,,,,19,,,2,,,2,,,
8993175560047,Wafer gogumalava,,en:indonesia,,,,996,,9,,,,,,,,,36,,,1,,,2,,,
8993175562041,Big rolls wafer stick,Nabati,en:indonesia,,,,1831,,18.75,12.5,,,,,,,,75,43.75,,,,,6.25,,1.84547251427737,
8993200345526,Sosis Sapi dan Ayam BOCKWURST,Kanzler,en:indonesia,,en:halal,,1050,,19.4,8.33,,,,,,,,6.94,,,,,,13.9,,2.19,
8993200345717,German Bratwurst Hot,Kanzler,en:indonesia,,,,697,,7.5,3.33,,,,,,,,6.67,,,,,,16.7,,2.17,
8993200346318,Sosis Sapi  &  Ayam Rasa Keju,Kanzler Singles,en:indonesia,,,,837,,10.7692307692308,5.38461538461539,,,,,,,,9.23076923076923,,,,,,15.3846153846154,,,
8993200347315,Sosis Singles mini,Kanzler,en:indonesia,,,,502,,6,2.5,,,,,,,,5,,,,,,10,,,
8993200348312,Kenzler singles or,Kenzler,en:indonesia,,en:halal,,708,,7.69230769230769,,,,,,,,,,,,,,,,,18.4615384615385,
8993200661077,Strawberry Milk,Cimory,en:indonesia,,,,334,,2.8,1.6,,,,,,,0,11.2,7.2,,,,,2.4,,0.14,
8993200661336,Mango Yogurt Drink,Cimory,en:indonesia,,,,349,,1.46,,,,,,,,0,15.4,10.4,7.5,2.5,,,1.67,,,
8993200661343,Cimory Yog Mango,Cimory,en:indonesia,,,,418,,2,1.5,,,,,,,,17,12,,3,,,4,,,
8993200661350,Youghurt drink mix fruit,,en:indonesia,,,,349,,1.25,1.25,,,,,,,,15.4166666666667,10.4166666666667,,2.5,,,1.25,,,
8993200661503,Beef Wiener,Kanzler,en:indonesia,,,,988,,16.6666666666667,8.33333333333333,,,,,,,,6.94444444444444,,,,,,13.8888888888889,,,
8993200663729,Fresh milk,Cimory,en:indonesia,,,,544,,7,0.5,,,,,,,,10,,,,,,6,,,
8993200663828,Cimory Yogurt Drink Strawberry 200ml,Cimory,en:indonesia,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,,293,,0.25,,,,,,,,,15,12.5,,2.5,,,1,,,
8993200663835,Yogurt Drink,,en:indonesia,,,,314,,0.75,0.5,,,,,,,,15,11,,2,,,2.5,,,
8993200665006,Cimory Yog LowFat Stw,Cimory,en:indonesia,,,,331,,1.04,0.417,,,,,,,,16.2,10.4,,2.08,,,1.67,,0.0938,
